Subject,Start Date,Start Time,End Date,End Time,Description,Location
PED146/Forel/01,2015-01-05,08:15,2015-01-05,13:00,Briseid Lars Gunnar, Haraldstad Åse,CG-A3 020 klasserom (40)
PED146/Forel/02,2015-01-06,08:15,2015-01-06,13:00,Briseid Lars Gunnar, Haraldstad Åse,CG-A3 020 klasserom (40)
NAT104/Forel/01 Bio,2015-01-07,08:15,2015-01-07,12:00,Wrånes Eldar,CG-A2 021 klasserom
NAT104/Forel/01 Fys/Kj,2015-01-08,08:15,2015-01-08,12:00,Knutsen Turid,CG-A3 020 klasserom (40)
NAT104/Forel/01 Fys/Bio,2015-01-09,08:15,2015-01-09,12:00,Knutsen Turid, Wrånes Eldar,CG-A2 021 klasserom
NAT104/Forel/LAB/01 Fys/Bio,2015-01-09,12:15,2015-01-09,16:00,Knutsen Turid, Wrånes Eldar,CG-A2 021 klasserom, CG-D2 030 lab naturfag (20)
PED146/Forel/01,2015-01-12,08:15,2015-01-12,13:00,Briseid Lars Gunnar, Haraldstad Åse,CG-A3 020 klasserom (40)
PED146/Forel/02,2015-01-13,08:15,2015-01-13,13:00,Briseid Lars Gunnar, Haraldstad Åse,CG-A3 020 klasserom (40)
NAT104/Forel/01 Bio,2015-01-14,08:15,2015-01-14,12:00,Wrånes Eldar,CG-A2 021 klasserom
NAT104/Forel/01 Fys/Kj,2015-01-15,08:15,2015-01-15,12:00,Knutsen Turid,CG-A3 020 klasserom (40)
NAT104/Forel/01 Fys/Bio,2015-01-16,08:15,2015-01-16,12:00,Knutsen Turid, Wrånes Eldar,CG-A2 021 klasserom
NAT104/Forel/LAB/01 Fys/Bio,2015-01-16,12:15,2015-01-16,16:00,Knutsen Turid, Wrånes Eldar,CG-A2 021 klasserom, CG-D2 030 lab naturfag (20)
NAT104/Forel/01 Bio,2015-01-21,08:15,2015-01-21,12:00,Wrånes Eldar,CG-A2 021 klasserom
NAT104/Lab/01 Bio designlab uke 4,2015-01-21,12:15,2015-01-21,16:00,Wrånes Eldar,CG-C3 084 lab-design/tegning (30)
NAT104/Forel/01 Fys/Kj,2015-01-22,08:15,2015-01-22,12:00,Knutsen Turid,CG-A3 020 klasserom (40)
NAT104/Forel/01 Fys/Bio,2015-01-23,08:15,2015-01-23,12:00,Knutsen Turid, Wrånes Eldar,CG-A2 021 klasserom
NAT104/Forel/LAB/01 Fys/Bio,2015-01-23,12:15,2015-01-23,16:00,Knutsen Turid, Wrånes Eldar,CG-A2 021 klasserom, CG-D2 030 lab naturfag (20)
NAT104/Forel/01 Bio,2015-01-28,08:15,2015-01-28,12:00,Wrånes Eldar,CG-A2 021 klasserom
NAT104/Lab/01 Bio designlab uke 5,2015-01-28,12:15,2015-01-28,16:00,Wrånes Eldar,CG-C3 084 lab-design/tegning (30)
NAT104/Forel/01 Fys/Kj,2015-01-29,08:15,2015-01-29,12:00,Knutsen Turid,CG-A3 020 klasserom (40)
NAT104/Forel/01 Fys/Bio,2015-01-30,08:15,2015-01-30,12:00,Knutsen Turid, Wrånes Eldar,CG-A2 021 klasserom
NAT104/Forel/LAB/01 Fys/Bio,2015-01-30,12:15,2015-01-30,16:00,Knutsen Turid, Wrånes Eldar,CG-A2 021 klasserom, CG-D2 030 lab naturfag (20)
