Subject,Start Date,Start Time,End Date,End Time,Description,Location
KF-403-1 samling (ikke grupperom) ,2015-01-05,08:15,2015-01-05,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 gruppe tirs,2015-01-06,08:15,2015-01-06,13:00,,CK 51 122e. CK 51 122f
KF-403 gruuppe tirs,2015-01-06,08:15,2015-01-06,16:00,,CK GK 001 sem
KF-403-1 samling (ikke grupperom) ,2015-01-06,08:15,2015-01-06,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 uke 2-19 ons,2015-01-07,08:15,2015-01-07,16:00,Anundsen Tormod Wallem,CK 51 122e. CK 51 122f
KF-403-1 samling (ikke grupperom) ,2015-01-07,08:15,2015-01-07,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403-1 samling (ikke grupperom) ,2015-01-08,08:15,2015-01-08,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 uke 2-19 fre,2015-01-09,08:15,2015-01-09,16:00,Anundsen Tormod Wallem,CK 51 122e. CK 51 122f
KF-403-1 samling (ikke grupperom) ,2015-01-09,08:15,2015-01-09,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403-1 samling (ikke grupperom) ,2015-01-12,08:15,2015-01-12,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 gruppe tirs,2015-01-13,08:15,2015-01-13,13:00,,CK 51 122e. CK 51 122f
KF-403 gruuppe tirs,2015-01-13,08:15,2015-01-13,16:00,,CK GK 001 sem
KF-403-1 samling (ikke grupperom) ,2015-01-13,08:15,2015-01-13,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 uke 2-19 ons,2015-01-14,08:15,2015-01-14,16:00,Anundsen Tormod Wallem,CK 51 122e. CK 51 122f
KF-403-1 samling (ikke grupperom) ,2015-01-14,08:15,2015-01-14,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403-1 samling (ikke grupperom) ,2015-01-15,08:15,2015-01-15,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 uke 2-19 fre,2015-01-16,08:15,2015-01-16,16:00,Anundsen Tormod Wallem,CK 51 122e. CK 51 122f
KF-403-1 samling (ikke grupperom) ,2015-01-16,08:15,2015-01-16,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403-1 samling (ikke grupperom) ,2015-01-19,08:15,2015-01-19,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 gruppe tirs,2015-01-20,08:15,2015-01-20,13:00,,CK 51 122e. CK 51 122f
KF-403 gruuppe tirs,2015-01-20,08:15,2015-01-20,16:00,,CK GK 001 sem
KF-403-1 samling (ikke grupperom) ,2015-01-20,08:15,2015-01-20,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 uke 2-19 ons,2015-01-21,08:15,2015-01-21,16:00,Anundsen Tormod Wallem,CK 51 122e. CK 51 122f
KF-403-1 samling (ikke grupperom) ,2015-01-21,08:15,2015-01-21,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403-1 samling (ikke grupperom) ,2015-01-22,08:15,2015-01-22,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 uke 2-19 fre,2015-01-23,08:15,2015-01-23,16:00,Anundsen Tormod Wallem,CK 51 122e. CK 51 122f
KF-403-1 samling (ikke grupperom) ,2015-01-23,08:15,2015-01-23,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403-1 samling (ikke grupperom) ,2015-01-26,08:15,2015-01-26,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 gruppe tirs,2015-01-27,08:15,2015-01-27,13:00,,CK 51 122e. CK 51 122f
KF-403 gruuppe tirs,2015-01-27,08:15,2015-01-27,16:00,,CK GK 001 sem
KF-403-1 samling (ikke grupperom) ,2015-01-27,08:15,2015-01-27,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 uke 2-19 ons,2015-01-28,08:15,2015-01-28,16:00,Anundsen Tormod Wallem,CK 51 122e. CK 51 122f
KF-403-1 samling (ikke grupperom) ,2015-01-28,08:15,2015-01-28,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 tors,2015-01-29,08:15,2015-01-29,16:00,,CK 51 122d. CK 51 122c
KF-403-1 samling (ikke grupperom) ,2015-01-29,08:15,2015-01-29,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 uke 2-19 fre,2015-01-30,08:15,2015-01-30,16:00,Anundsen Tormod Wallem,CK 51 122e. CK 51 122f
KF-403-1 samling (ikke grupperom) ,2015-01-30,08:15,2015-01-30,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403-1 samling (ikke grupperom) ,2015-02-02,08:15,2015-02-02,16:00,Anundsen Tormod Wallem,CK 51 122h sem
KF-403 gruppe tirs,2015-02-03,08:15,2015-02-03,13:00,,CK 51 122e. CK 51 122f
KF-403 gruuppe tirs,2015-02-03,08:15,2015-02-03,16:00,,CK GK 001 sem
KF-403-1 samling (ikke grupperom) ,2015-02-03,08:15,2015-02-03,16:00,Anundsen Tormod Wallem,CK 51 122h sem
